mean_reward,mean_cost,mean_res_wasted,mean_length,time,training_iteration,trial_id,done,config/name,config/class,config/seed,config/verbose,config/train_episodes,config/eval_episodes,config/sac_params/policy,config/sac_params/learning_rate,config/sac_params/gamma,config/sac_params/ent_coef,config/sac_params/gradient_steps,config/sac_params/buffer_size,config/sac_params/batch_size,config/sac_params/tau,config/sac_params/target_update_interval,config/sac_params/learning_starts,config/sac_params/train_freq,config/sac_params/target_entropy,config/sac_params/use_sde,config/sac_params/sde_sample_freq,config/sac_params/use_sde_at_warmup,config/sac_params/action_noise,config/sac_params/optimizer,config/sac_params/activation_fn,config/sac_params/num_units_layer,config/sac_params/num_hidden_layers,config/gnn_params/in_channels,config/gnn_params/hidden_channels,config/gnn_params/num_layers,config/gnn_params/out_channels,config/gnn_params/dropout,config/gnn_params/act,config/gnn_params/act_first,config/gnn_params/act_kwargs,config/gnn_params/norm,config/gnn_params/norm_kwargs,config/gnn_params/jk,config/gnn_params/aggr,config/gnn_params/aggr_kwargs,config/gnn_params/flow,config/gnn_params/node_dim,config/gnn_params/decomposed_layers,config/gnn_params/improved,config/gnn_params/cached,config/gnn_params/add_self_loops,config/gnn_params/normalize,config/gnn_params/bias,config/env_params/env_path,config/env_params/reward,config/env_params/obs_scaled,config/env_params/obs_step,config/env_params/act_no_curtail,config/env_params/act_limit_inf,config/env_params/climit_type,config/env_params/climit_end,config/env_params/climit_low,config/env_params/climit_factor,logdir
34.7901750549674,554165.957845088,3496.37207510464,104.836666666667,164.323501348495,1,1174e_00000,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,24,3,24,0.17091378434327,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00000
34.2324178628127,567252.422184551,2937.1576744421,79.8233333333333,139.182790517807,1,1174e_00001,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,18,3,18,0.0529240849538789,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00001
42.8341528755426,570914.862587147,3753.29016948476,124.32,174.401998281479,1,1174e_00002,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,36,2,6,0.191653877268139,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00002
40.9193370226026,568662.340080231,2594.43512753574,69.0933333333333,143.188349485397,1,1174e_00003,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,36,5,3,0.377465923331194,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00003
31.6034805499514,605349.826423673,3205.26488365671,50.7833333333333,122.167743206024,1,1174e_00004,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,36,5,18,0.272267047951374,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00004
52.2068147071203,547626.90794959,4122.53948617688,103.483333333333,153.130655288696,1,1174e_00005,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,18,2,6,0.103755447254517,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00005
37.5030939135949,543710.450210705,2842.04137321849,82.56,159.972072124481,1,1174e_00006,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,36,5,6,0.0341555600303727,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00006
33.3336279366414,576294.699411804,3568.31478611778,66.6666666666667,141.489142894745,1,1174e_00007,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,12,5,24,0.106335856429695,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00007
42.8871143822869,563829.089714789,1968.37112821638,79.43,148.508015632629,1,1174e_00008,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,18,4,3,0.121613084848314,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00008
20.330579650104,580022.811047226,3167.98049115442,48.7366666666667,109.723538637161,1,1174e_00009,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,12,3,36,0.35767830049698,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00009
